name,address,zipcode,cuisine,violation_code,critical_flag,grade
eddy's eats,379 park avenue south,10016,american,02B,Critical,Z
dunkin' donuts,3114 ditmars boulevard,11105,donuts,10F,Not Critical,A
manhattan espresso,146 east   49 street,10017,café/coffee/tea,06C,Critical,A
the brass tap,4 south st,10004,american,06D,Critical,A
chipotle mexcian grill # 2760,2614 jackson ave,11101,mexican,10F,Not Critical,A
the buffet,2007 127 street,11356,asian,09A,Not Critical,A
ted's montana grill,110 west   51 street,10019,american,06D,Critical,A
east of eighth,254 west   23 street,10011,american,06D,Critical,A
subway,137 hudson st,10013,sandwiches,04L,Critical,A
isabela's mexican cuisine,4412 4 avenue,11220,mexican,02B,Critical,B
the smoke joint,64 lafayette avenue,11217,barbecue,10D,Not Critical,A
rancho tequileria,741 9th ave,10019,mexican,06D,Critical,A
new york pao de queijo,3190 30 street,11106,"latin (cuban, dominican, puerto rican, south & central american)",02G,Critical,A
maloney's bar,8769 sutphin boulevard,11435,american,08A,Not Critical,A
le paris bistrot francais,1312 madison avenue,10128,french,10F,Not Critical,A
feile,133 west   33 street,10001,american,10F,Not Critical,A
the ambassador grill and lounge,1 united nations plaza,10017,american,04M,Critical,A
collage bistro & bar,342 west   40 street,10018,american,02G,Critical,B
just salad,291 7th ave,10001,salads,10F,Not Critical,A
barilla restaurants,108 w 32nd st,10001,italian,08A,Not Critical,A
lake toba,1643 2nd ave,10028,chinese/japanese,06D,Critical,A
peoples choice kitchen,2733 8 avenue,10039,caribbean,04A,Critical,A
paris baguette,15624 northern boulevard,11354,bakery,06F,Critical,A
island burgers and shakes,766 ninth avenue,10019,hamburgers,04L,Critical,B
bp sub express,5217 13 avenue,11219,jewish/kosher,10F,Not Critical,A
wu la bu huan,6102 7th ave,11220,chinese,06E,Critical,A
village bagel,1437 150th st,11357,bakery,08A,Not Critical,A
mcdonald's,490 8th ave,10001,american,10B,Not Critical,A
sushi samba #7,87 7 avenue south,10014,japanese,06C,Critical,A
fuji hana restaurant,512 avenue u,11223,jewish/kosher,04L,Critical,A
petite abeille,44 west   17 street,10011,french,10B,Not Critical,A
family kitchen,1709 foster avenue,11230,chinese,06C,Critical,A
petite shell,1269 lexington ave,10028,jewish/kosher,10F,Not Critical,A
new creat taystee gardens,8118 lefferts blvd,11415,chinese,02G,Critical,A
caffe rustico,726 149 street,11357,pizza,10F,Not Critical,A
ko sushi,1329 2 avenue,10021,japanese,06D,Critical,A
delmonico's kitchen,207 west   36 street,10018,american,04N,Critical,B
dunkin' donuts,391 8th ave,10001,donuts,10F,Not Critical,A
da vinci pizza,44 water street,10004,pizza,02G,Critical,A
pressed juicery,100 maiden ln,10038,"juice, smoothies, fruit salads",10F,Not Critical,A
peking roast duck,858 8th ave,10019,chinese,06C,Critical,A
indian road cafe,600 west  218 street,10034,american,06C,Critical,A
chang's family restaurant,15428 northern blvd,11354,korean,10B,Not Critical,A
starbucks,260 e 161st st,10451,café/coffee/tea,02G,Critical,A
crepe factory,7306 3rd ave,11209,american,06E,Critical,A
ducale restaurant,1253 150 street,11357,italian,06D,Critical,A
manousheh,193 bleecker st,10012,middle eastern,10F,Not Critical,A
buenos aires tango,11108 queens boulevard,11375,"latin (cuban, dominican, puerto rican, south & central american)",10F,Not Critical,A
bricolage,162 5th ave,11217,vietnamese/cambodian/malaysia,10F,Not Critical,A
simit and smith,124 w 72nd st,10023,bagels/pretzels,06D,Critical,A
salute kosher restaurant,6361 108 street,11375,russian,04N,Critical,A
claudia's coffee shop,125 broad street,10004,café/coffee/tea,10B,Not Critical,A
gleason's,3308 broadway,11106,american,04N,Critical,A
curry hut,534 9 avenue,10018,bangladeshi,10F,Not Critical,A
veronica's bar,3404 36 avenue,11106,irish,04N,Critical,A
energy fuel,9522 4th ave,11209,sandwiches,02B,Critical,A
fioro,191 pearl st,10005,italian,02G,Critical,A
hilton garden inn,14818 134 street,11430,american,10F,Not Critical,A
threes brewing/9th street expresso,333 douglass st,11217,american,04N,Critical,A
starbucks,164 park place,11217,café/coffee/tea,10F,Not Critical,A
el tina fish market & seafood restaurant,500 west  207 street,10034,seafood,05H,Critical,A
the university club,1 west   54 street,10019,american,08A,Not Critical,A
abaya thai cuisine,318 west   36 street,10018,thai,02G,Critical,B
park cafe,861 7 avenue,10019,american,04N,Critical,A
playwright celtic pub,202 west   49 street,10019,irish,10F,Not Critical,A
sticky's finger joint #1,31 west    8 street,10011,chicken,06D,Critical,A
house of brews,302 west   51 street,10019,american,06C,Critical,A
xing xing chinese restaurant,9712 rockaway beach boulevard,11693,chinese,10F,Not Critical,Z
up thai,1411 2nd ave,10021,thai,09C,Not Critical,A
taste of china,7801 13 avenue,11228,chinese,06C,Critical,A
patsy's pizzeria,450 dean st,11217,italian,06D,Critical,A
dunkin' donuts,873 flatbush avenue,11226,donuts,04N,Critical,A
tea people,150 broadway,10038,café/coffee/tea,10B,Not Critical,A
brooklyn delight,1636 coney island ave,11230,jewish/kosher,08A,Not Critical,A
donburi-ya,253 west   55 street,10019,japanese,10F,Not Critical,A
dunkin' donuts,9712 metropolitan ave,11375,donuts,06C,Critical,A
el potrero sport bar,4612 greenpoint ave,11104,"latin (cuban, dominican, puerto rican, south & central american)",04L,Critical,A
da mikelle ii,10239 queens boulevard,11375,jewish/kosher,10F,Not Critical,A
la gloria,8611 northern boulevard,11372,"latin (cuban, dominican, puerto rican, south & central american)",08A,Not Critical,A
the ditty,3503 ditmars blvd,11105,american,06C,Critical,A
sushi take out enjoy,17115a northern blvd,11358,japanese,10E,Not Critical,A
rainbow berry,8001 37th ave,11372,"ice cream, gelato, yogurt, ices",08A,Not Critical,A
barranquilla bakery & restaurant,3448 junction boulevard,11372,"latin (cuban, dominican, puerto rican, south & central american)",06C,Critical,A
full moon cafe,13706 northern blvd,11354,café/coffee/tea,10F,Not Critical,A
pino's,5201 5 avenue,11220,pizza,06A,Critical,A
blue ribbon brasserie,280 5 avenue,11215,american,06F,Critical,A
rudy's deli restaurant,5430 48 street,11378,spanish,02G,Critical,B
wang's great wall,384 grand st,10002,chinese,08A,Not Critical,A
fuel juice bar,1183 fulton st,11216,"juice, smoothies, fruit salads",10E,Not Critical,A
lugo caffe,1 penn plaza,10119,italian,10F,Not Critical,B
gyro express,7706 21st ave,11370,greek,10F,Not Critical,A
knapp street bagel cafe,2145 knapp st,11229,american,04N,Critical,A
burger king,327 w 42nd st,10036,hamburgers,10F,Not Critical,A
croton reservoir tavern,108110 west   40 street,10018,american,06D,Critical,A
cafe manhattan,35 west   45 street,10036,american,08C,Not Critical,A
connecticut muffin,1106 cortelyou road,11218,bakery,04M,Critical,A
court street bagels,181 court street,11201,bagels/pretzels,04L,Critical,A
panera bread,345 adams street,11201,american,08A,Not Critical,A
millenium hilton,55 church street,10007,american,04N,Critical,A
all nations,1091 utica avenue,11203,caribbean,10F,Not Critical,A
belvedere cafe,319 west   48 street,10036,american,06D,Critical,A
new mum's kitchen,1010 clarkson avenue,11212,caribbean,08A,Not Critical,A
hess cafe,1185 ave americas,10036,café/coffee/tea,10F,Not Critical,A
el picolino restaurant,666 seneca ave,11385,spanish,06C,Critical,A
dunkin' donuts,1510 86 street,11228,american,04H,Critical,A
via trenta pizzoteca,536 w 30th st,10001,italian,06D,Critical,A
mario by mary,2 penn plz,10121,sandwiches/salads/mixed buffet,10F,Not Critical,A
dunkin' donuts,10702 grand central parkway,11369,american,10F,Not Critical,A
fresca la crepe,3982 61 street,11377,french,10B,Not Critical,A
don leo's place,648 soundview ave,10473,spanish,06D,Critical,A
east side diner,352 e 23rd st,10010,american,08A,Not Critical,B
dunkin' donuts,322 livingston st,11217,donuts,10F,Not Critical,A
tapout fitness,1915 3rd ave,10029,"juice, smoothies, fruit salads",08A,Not Critical,A
blueprint,196 5 avenue,11217,american,06D,Critical,A
junior's,386 flatbush avenue extension,11201,american,10F,Not Critical,A
ihop,253 livingston st,11201,american,10F,Not Critical,A
el buffalito  grill,6012 new utrecht ave,11219,mexican,06E,Critical,A
sal & paul's pizzeria,1686 pitkin avenue,11212,pizza,09C,Not Critical,A
larry flynt's hustler club,639641 west   51 street,10019,american,10B,Not Critical,A
mcdonald's,102 1 avenue,10009,hamburgers,10B,Not Critical,A
dunkin' donuts,6040 myrtle avenue,11385,donuts,10F,Not Critical,A
good hope restaurant,1683 flatbush avenue,11210,caribbean,10F,Not Critical,A
piquant,259 flatbush avenue,11217,"latin (cuban, dominican, puerto rican, south & central american)",06C,Critical,A
cafe 101(coffee stand),450 clarkson avenue,11203,american,04L,Critical,A
popeyes louisiana kitchen,520 clarkson avenue,11203,chicken,10F,Not Critical,A
mcdonald's,280 madison ave,10016,hamburgers,10F,Not Critical,A
espace,635 w 42nd st,10036,american,08A,Not Critical,A
noodle q,2 e broadway,10038,chinese,02G,Critical,A
fancy food deli,5514 37 avenue,11377,delicatessen,06C,Critical,A
los papis restaurant,77 bridge street,11201,"latin (cuban, dominican, puerto rican, south & central american)",02G,Critical,A
subway/red mango,1 university plaza,11201,sandwiches/salads/mixed buffet,04N,Critical,A
north village deli,78 8th ave,10011,american,02G,Critical,B
shun feng restaurant,524 new lots avenue,11207,chinese,10F,Not Critical,A
no. 1 halal kitchen,18714 hillside avenue,11432,chinese,10F,Not Critical,A
bricklane curry house,99 2nd ave,10003,indian,06B,Critical,B
vesta trattoria & wine bar,2102 30 avenue,11102,italian,06C,Critical,A
golden krust caribbean bakery & grill,23002 merrick blvd,11413,caribbean,10F,Not Critical,P
spice grill,48 w 48th st,10036,indian,06D,Critical,A
mj pizza,1976 1st ave,10029,pizza,04N,Critical,A
restaurant on 58 st. inc.,773 58th st,11220,chinese,08A,Not Critical,B
abilene,442 court street,11231,american,10F,Not Critical,A
cafe habana/cafe habana to go,17 prince street,10012,"latin (cuban, dominican, puerto rican, south & central american)",02G,Critical,Z
oaxaca greenwich,48 greenwich ave,10011,mexican,08A,Not Critical,A
subway,317 1 avenue,10003,sandwiches,08A,Not Critical,A
bluestone lane coffee,30 carmine st,10014,café/coffee/tea,10F,Not Critical,A
chubby burgers chicken & pizza,2701 21st st,11102,hamburgers,02G,Critical,A
village east cinemas,181 2 avenue,10003,american,04L,Critical,A
nyy steak,7 w 51st st,10019,american,10F,Not Critical,A
el perro,8026 northern boulevard,11372,"latin (cuban, dominican, puerto rican, south & central american)",04J,Critical,A
lunch box,886 9 avenue,10019,american,06D,Critical,B
china king kitchen 88,13123 rockaway blvd,11420,chinese,04M,Critical,B
crown fried chicken,18903 linden boulevard,11412,chicken,08A,Not Critical,A
bohemian beer garden,2919 24 avenue,11102,czech,10B,Not Critical,A
las magaritas,3801 broadway,11103,mexican,06E,Critical,A
cafe cousina restaurant,1350 jerome ave,10452,spanish,08A,Not Critical,A
strip house,15 west   44 street,10036,steak,09C,Not Critical,A
loma # 3 restaurant,754 new lots ave,11207,"latin (cuban, dominican, puerto rican, south & central american)",08C,Not Critical,B
veranda restaurant-cafe,20801 northern boulevard,11361,american,10B,Not Critical,A
shaka burrito,210 e 23rd st,10010,mexican,06C,Critical,A
wrapido,104 8 avenue,10011,mediterranean,04L,Critical,B
six2 restaurant & bakery,1101 clarkson ave,11212,caribbean,04L,Critical,B
chef 28,29 e 28th st,10016,chinese/japanese,02G,Critical,A
sido gourmet,849 2 avenue,10017,mediterranean,04M,Critical,B
mickey's place,4017 bell boulevard,11361,japanese,06D,Critical,A
black mountain,415 union street,11231,american,10F,Not Critical,A
bei jing chinese restaurant,860 10 avenue,10019,chinese,04N,Critical,A
guan hin restaurant,3650 bailey ave,10463,chinese,02B,Critical,A
"restaurant associates, inc",1133 ave of americas,10036,american,02G,Critical,A
marina gourmet deli.,246 east   23  street,10010,american,06F,Critical,A
il mulino,86 west    3 street,10012,italian,02G,Critical,B
pluck u,88 livingston st,11201,caribbean,10F,Not Critical,B
bob's steak & chop house,21 east   52 street,10022,american,08A,Not Critical,A
rosa's pizza,2 w 14th st,10011,pizza,02B,Critical,B
little italy pizza/papaya dog,2 east   33 street,10016,pizza/italian,10I,Not Critical,A
mike's deli,44 e 32nd st,10016,american,04J,Critical,A
burger king,226 e 86th st,10028,american,10F,Not Critical,A
el aguila bakery,3910 ft hamilton parkway,11218,bakery,08A,Not Critical,A
cafe shirin,5610 new utrecht ave,11219,russian,10H,Not Critical,A
caribbean vibes jamaican restaurant and bakery,1436 nostrand avenue,11226,caribbean,04N,Critical,A
dairy queen grill & chill,54 w 14th st,10011,sandwiches,04H,Critical,Z
kung fu tea,3810 138 street,11354,café/coffee/tea,10B,Not Critical,A
cupido's restaurant,609 sutter avenue,11207,"latin (cuban, dominican, puerto rican, south & central american)",04L,Critical,Z
dunkin' donuts,72 west    3 street,10012,donuts,10F,Not Critical,A
sauce,78 rivington st,10002,italian,04N,Critical,A
avlee  greek kitchen,349 smith street,11231,greek,10H,Not Critical,A
seaside turkish mediterranean restaurant,124 ocean avenue,10305,turkish,10B,Not Critical,A
boston market,6145 188 street,11365,american,10B,Not Critical,Z
healthy living 106 (herbal life),167 east  106 street,10029,"juice, smoothies, fruit salads",06A,Critical,A
mo gelato,956 lexington ave,10021,"ice cream, gelato, yogurt, ices",04L,Critical,A
davidstea,275 bleecker street,10014,café/coffee/tea,10F,Not Critical,A
yo-burger,3726 riverdale avenue,10463,american,06C,Critical,A
lab 320,27 saint marks pl,10003,"ice cream, gelato, yogurt, ices",10F,Not Critical,B
bagels 'n more,4305 14 avenue,11219,bagels/pretzels,04L,Critical,A
seba-seba bakery,8303 northern boulevard,11372,bakery,06C,Critical,A
shelley's kitchen,90 park ave,10016,american,10F,Not Critical,A
zen vegetarian house,773 flatbush ave,11226,vegetarian,06B,Critical,A
golden krust caribbean bakery & grill,4182 white plains road,10466,caribbean,10F,Not Critical,A
park hyatt new york,153 w 57th st,10019,american,10F,Not Critical,A
richmond county country club,135 flagg place,10304,american,06C,Critical,A
mcdonald's,15940 cross bay boulevard,11414,american,10B,Not Critical,A
starbucks,787 7 avenue,10019,café/coffee/tea,10H,Not Critical,A
subway,8748 parsons blvd,11432,sandwiches,10F,Not Critical,A
providence equities,9 west   57 street,10019,american,10F,Not Critical,A
rizzo's fine pizza,3013 steinway street,11103,pizza,06C,Critical,A
golden krust caribbean bakery & grill,3538 white plains road,10467,caribbean,06C,Critical,A
ho may restaurant,638 decatur street,11233,chinese,10F,Not Critical,A
new york chicken & grill,3816 dyre ave,10466,american,10F,Not Critical,A
v.i. pizza,4302 bell boulevard,11361,pizza,04A,Critical,A
gramercy farmer & the fish,247a park ave s,10003,seafood,02B,Critical,A
pig 'n' whistle,58 west   48 street,10036,irish,06D,Critical,A
boss tweed's saloon,115 essex street,10002,american,06D,Critical,B
dy juice bar,24 vestry st,10013,"juice, smoothies, fruit salads",10H,Not Critical,A
carvel ice cream,2828 francis lewis boulevard,11358,"ice cream, gelato, yogurt, ices",10F,Not Critical,A
queens buffet,9010 atlantic avenue,11416,chinese,10F,Not Critical,A
hawkers,225 e 14th st,10003,asian,08A,Not Critical,A
father knows best,611a wilson ave,11207,american,10J,Not Critical,A
subway,229 chrystie street,10002,sandwiches,06C,Critical,A
jamaican flavors,11706 farmers boulevard,11412,caribbean,02B,Critical,A
michelangelo's pizza,860 post avenue,10310,pizza,06F,Critical,A
forest thai cuisine,1211 forest avenue,10310,thai,04L,Critical,A
dominican food r. a. deli,2180 forest avenue,10303,"latin (cuban, dominican, puerto rican, south & central american)",10F,Not Critical,A
ace bar,531 east    5 street,10009,american,04A,Critical,A
f & f 99 cents pizza,2127 3 avenue,10035,pizza,10F,Not Critical,A
tacos el bronquito restaurant,405 45th st,11220,mexican,05C,Critical,A
roberta's chicken-n-fish fry,8 kingston ave,11213,caribbean,10H,Not Critical,A
le pain quotidien,239 5 avenue,11215,french,10F,Not Critical,A
